sentence_id,sentence,source_title,year,venue,citation_count,fields,climate_score,entities,relations,annotated
s0581_05279,"In this paper, we synthesize current knowledge and identify major knowledge gaps in our understanding of landtowater fluxes of dissolved and particulate organic carbon, CO2, and bicarbonate by exploring: (1) how variations in soil carbon stocks affect dissolved and gaseous carbon production in the soil profile and transport via terrestrialaquatic flow paths, and (2) the effect of global change on these lateral carbon fluxes.",Beyond respiration: Controls on lateral carbon fluxes across the terrestrial‐aquatic interface,2018.0,,120,"Environmental Science, Environmental Science",2,,,False
s0126_01077,"However, reductions in fire, aerosol and carbon dioxide have been far less significant than deforestation, even when accounting for inter-annual variability in precipitation.",Non-deforestation drivers of fires are increasingly important sources of aerosol and carbon dioxide emissions across Amazonia,2019.0,Scientific Reports,41,"Medicine, Environmental Science, Environmental Science",2,,,False
s0125_01071,"These guidelines combine the activity data for the estimation of deforestation and degradation rates, in this case using open access Landsat imagery in conjunction with the TerraAmazon system with the emission factors, and these based on aboveground biomass (AGB) estimations using field data from permanent plots monitored during the study period.",Carbon Emissions from Deforestation and Degradation in a Forest Reserve in Venezuela between 1990 and 2015,2017.0,,15,"Biology, Environmental Science",2,,,False
s0276_02489,"However, our understanding of the impact of increasing drought on extreme wildfires events remains incomplete.",Extreme wildfire events are linked to global-change-type droughts in the northern Mediterranean,2018.0,,149,"Environmental Science, Environmental Science, Geology",2,,,False
s0156_01371,"Our study highlights that the co-location of data on forest loss, biomass and fate of the land provides more insight into the spatial dynamics of land-use change and can help in attributing carbon emissions to human activities.",Tropical deforestation drivers and associated carbon emission factors derived from remote sensing data,2019.0,Environmental Research Letters,73,"Physics, Environmental Science, Environmental Science",2,,,False
s0293_02615,Climate change will likely have significant effects on forest ecosystems worldwide.,"Developing and implementing climate change adaptation options in forest ecosystems: a case study in southwestern Oregon, USA",2016.0,,15,Environmental Science,2,,,False
s0236_02131,"However, other stressors, besides high temperature, might also have influenced coral physiology and geochemistry.",A change in coral extension rates and stable isotopes after El Niño-induced coral bleaching and regional stress events,2016.0,Scientific Reports,35,"Medicine, Environmental Science, Environmental Science, Geology",2,,,False
s0396_03636,"The climate change impacts are felt by all facets and sectors of ecosystems, covering flora, fauna and environment.",Climate change impacts on biodiversity and ecosystems in Sri Lanka: a review,2017.0,,33,"Geography, Environmental Science, Biology",2,,,False
s0028_00252,ABSTRACT The coastal areas of the central Mediterranean Sea are sensitive to climate change and the consequent relative sea level rise.,Flooding scenario for four Italian coastal plains using three relative sea level rise models,2017.0,,45,"Geology, Environmental Science, Geography",2,,,False
s0130_01117,"Moreover, the average carbon density of cleared forests increased at a rate of 7 Mg Cha1yr1 from 2005 to 2010, suggesting that deforestation has been progressively encroaching into high-biomass lands in the Amazon basin.",Annual Carbon Emissions from Deforestation in the Amazon Basin between 2000 and 2010,2015.0,PLoS ONE,62,"Environmental Science, Medicine, Environmental Science",2,,,False
s0222_01998,The disruption of the coralalgae symbiosis (coral bleaching) due to rising sea surface temperatures has become an unprecedented global threat to coral reefs.,Sugar enrichment provides evidence for a role of nitrogen fixation in coral bleaching,2017.0,Global Change Biology,126,"Medicine, Biology, Biology, Environmental Science",2,,,False
s0574_05216,Chinas terrestrial ecosystems play an important role in the global carbon cycle.,Interannual variability of terrestrial net ecosystem productivity over China: regional contributions and climate attribution,2019.0,Environmental Research Letters,80,"Physics, Environmental Science, Environmental Science",2,,,False
s0320_02886,Here we show with three-dimensional aqua-planet simulations that CO2-induced forcing as readily destabilizes the climate as does solar forcing.,Transition to a Moist Greenhouse with CO2 and solar forcing,2016.0,Nature Communications,89,"Physics, Medicine, Environmental Science, Environmental Science, Physics",2,,,False
s0271_02452,"Drought reinforced changes in proportions of tree species and decreases in tree recruitment, reinforcing non-resilient responses to short-interval reburning.",Short-interval wildfire and drought overwhelm boreal forest resilience,2019.0,Scientific Reports,190,"Medicine, Environmental Science, Environmental Science",2,,,False
s0515_04712,"While some changes in extremes are to be expected and are clearly attributable to rising greenhouse gas emissions, other seem counterintuitive, highlighting the need for further research in the field.",Extreme weather in a changing climate,2023.0,Environmental Research Letters,32,"Physics, Environmental Science, Physics",2,,,False
s0547_04974,"The availability of satellite observations of the land surface since the 1970s, particularly the early 1980s, has made it feasible to quantify ecosystem carbon fluxes and stocks at regional to global scales.",Remote sensing of the terrestrial carbon cycle: A review of advances over 50 years,2019.0,Remote Sensing of Environment,498,"Environmental Science, Environmental Science",2,,,False
s0334_02989,"Our results also highlight the importance of new field experiments and observations, and the integration of fauna dynamics into complex Earth System models, in order to reliably project future ecosystem functions and climate.",Protection of Permafrost Soils from Thawing by Increasing Herbivore Density,2020.0,Scientific Reports,52,"Environmental Science, Medicine, Environmental Science",2,,,False
s0560_05101,"Therefore, imbalances in the C cycle might be causing changes in the entire carbon content of the ecosystem.",Unrevealing the potential of microbes in decomposition of organic matter and release of carbon in the ecosystem.,2023.0,Journal of Environmental Management,198,"Medicine, Environmental Science, Biology",2,,,False
s0342_03080,"This means that moisture convergence in the atmosphere is compensated for by moisture divergence (salinity convergence) and vice versa in the oceans, which can be seen as a counterpart to the atmospheric circulation (Webster 1994).",The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",2,,,False
s0452_04178,"However, it is unclear for how long continuous warming due to global warming affects the microbial composition and GHG release from soils along Arctic glacial meltwater rivers.",Soil microorganisms and methane emissions in response to short-term warming field incubation in Svalbard,2023.0,Frontiers in Microbiology,4,"Medicine, Environmental Science",2,,,False
